timestamp,event,task_id,retry,node_name,node_ip,node_port,job_id,queue_len,state_from,state_to,source,module_name,function_name,arg_count,coordinator_ip,coordinator_port,status,started_at,finished_at,callback_ok,error
"2026-03-03T16:27:59.291","DISPATCH_START","4673a3a0-96e8-4976-a606-ecc1e12257d0","0","C-3PX","192.168.12.12","8012","","0","","","Julia_GeneralObjectiveFunction","Julia_GeneralObjectiveFunction","objective_from_string","1","192.168.12.2","13002","","","","",""
"2026-03-03T16:27:59.294","NODE_STATE_CHANGED","","","C-3PX","192.168.12.12","8012","","0","idle","busy","","","","","","","","","","",""
"2026-03-03T16:27:59.295","DISPATCH_OK","4673a3a0-96e8-4976-a606-ecc1e12257d0","0","C-3PX","192.168.12.12","8012","a46fbe97-4ebd-4c12-b796-a169872df6a7","0","","","Julia_GeneralObjectiveFunction","Julia_GeneralObjectiveFunction","objective_from_string","1","192.168.12.2","13002","","","","",""
"2026-03-03T16:27:59.430","NODE_STATE_CHANGED","","","C-3PX","192.168.12.12","8012","","0","busy","idle","","","","","","","","","","",""
"2026-03-03T16:27:59.430","TASK_DONE","4673a3a0-96e8-4976-a606-ecc1e12257d0","","C-3PX","192.168.12.12","8012","a46fbe97-4ebd-4c12-b796-a169872df6a7","0","","","","","","","","","OK","2026-03-03T16:27:59.295","2026-03-03T16:27:59.430","true",""
"2026-03-03T16:27:59.445","TASK_QUEUED","d92f754b-0038-444b-8e7d-f6074f4c6df6","0","","","","","1","","","Julia_GeneralObjectiveFunction","Julia_GeneralObjectiveFunction","objective_from_string","1","192.168.12.2","13003","","","","",""
"2026-03-03T16:27:59.651","DISPATCH_START","d92f754b-0038-444b-8e7d-f6074f4c6df6","0","C-3PX","192.168.12.12","8012","","0","","","Julia_GeneralObjectiveFunction","Julia_GeneralObjectiveFunction","objective_from_string","1","192.168.12.2","13003","","","","",""
"2026-03-03T16:27:59.654","NODE_STATE_CHANGED","","","C-3PX","192.168.12.12","8012","","0","idle","busy","","","","","","","","","","",""
"2026-03-03T16:27:59.654","DISPATCH_OK","d92f754b-0038-444b-8e7d-f6074f4c6df6","0","C-3PX","192.168.12.12","8012","1a55553b-d697-4ca0-8a57-211cee7e7694","0","","","Julia_GeneralObjectiveFunction","Julia_GeneralObjectiveFunction","objective_from_string","1","192.168.12.2","13003","","","","",""
"2026-03-03T16:27:59.783","NODE_STATE_CHANGED","","","C-3PX","192.168.12.12","8012","","0","busy","idle","","","","","","","","","","",""
"2026-03-03T16:27:59.783","TASK_DONE","d92f754b-0038-444b-8e7d-f6074f4c6df6","","C-3PX","192.168.12.12","8012","1a55553b-d697-4ca0-8a57-211cee7e7694","0","","","","","","","","","OK","2026-03-03T16:27:59.654","2026-03-03T16:27:59.783","true",""
"2026-03-03T16:27:59.806","TASK_QUEUED","65374a11-2939-4ccb-8f89-d573956f1734","0","","","","","1","","","Julia_GeneralObjectiveFunction","Julia_GeneralObjectiveFunction","objective_from_string","1","192.168.12.2","13004","","","","",""
"2026-03-03T16:28:00.014","DISPATCH_START","65374a11-2939-4ccb-8f89-d573956f1734","0","C-3PX","192.168.12.12","8012","","0","","","Julia_GeneralObjectiveFunction","Julia_GeneralObjectiveFunction","objective_from_string","1","192.168.12.2","13004","","","","",""
"2026-03-03T16:28:00.016","NODE_STATE_CHANGED","","","C-3PX","192.168.12.12","8012","","0","idle","busy","","","","","","","","","","",""
"2026-03-03T16:28:00.017","DISPATCH_OK","65374a11-2939-4ccb-8f89-d573956f1734","0","C-3PX","192.168.12.12","8012","ec3baa49-ed79-48ab-a74f-99357c724c00","0","","","Julia_GeneralObjectiveFunction","Julia_GeneralObjectiveFunction","objective_from_string","1","192.168.12.2","13004","","","","",""
"2026-03-03T16:28:00.146","NODE_STATE_CHANGED","","","C-3PX","192.168.12.12","8012","","0","busy","idle","","","","","","","","","","",""
"2026-03-03T16:28:00.146","TASK_DONE","65374a11-2939-4ccb-8f89-d573956f1734","","C-3PX","192.168.12.12","8012","ec3baa49-ed79-48ab-a74f-99357c724c00","0","","","","","","","","","OK","2026-03-03T16:28:00.017","2026-03-03T16:28:00.145","true",""
"2026-03-03T16:28:00.167","TASK_QUEUED","765bfa04-bb2a-4f28-b6e4-1817172ed01b","0","","","","","1","","","Julia_GeneralObjectiveFunction","Julia_GeneralObjectiveFunction","objective_from_string","1","192.168.12.2","13005","","","","",""
"2026-03-03T16:28:00.203","DISPATCH_START","765bfa04-bb2a-4f28-b6e4-1817172ed01b","0","C-3PX","192.168.12.12","8012","","0","","","Julia_GeneralObjectiveFunction","Julia_GeneralObjectiveFunction","objective_from_string","1","192.168.12.2","13005","","","","",""
"2026-03-03T16:28:00.205","NODE_STATE_CHANGED","","","C-3PX","192.168.12.12","8012","","0","idle","busy","","","","","","","","","","",""
"2026-03-03T16:28:00.206","DISPATCH_OK","765bfa04-bb2a-4f28-b6e4-1817172ed01b","0","C-3PX","192.168.12.12","8012","8ce9774d-a78a-41aa-8b1f-c22b0779068d","0","","","Julia_GeneralObjectiveFunction","Julia_GeneralObjectiveFunction","objective_from_string","1","192.168.12.2","13005","","","","",""
"2026-03-03T16:28:00.311","NODE_STATE_CHANGED","","","C-3PX","192.168.12.12","8012","","0","busy","idle","","","","","","","","","","",""
"2026-03-03T16:28:00.311","TASK_DONE","765bfa04-bb2a-4f28-b6e4-1817172ed01b","","C-3PX","192.168.12.12","8012","8ce9774d-a78a-41aa-8b1f-c22b0779068d","0","","","","","","","","","OK","2026-03-03T16:28:00.206","2026-03-03T16:28:00.311","true",""
"2026-03-03T16:28:00.335","TASK_QUEUED","3738ac0b-e41c-461a-9cb3-013d6238f2ea","0","","","","","1","","","Julia_GeneralObjectiveFunction","Julia_GeneralObjectiveFunction","objective_from_string","1","192.168.12.2","13006","","","","",""
"2026-03-03T16:28:00.368","DISPATCH_START","3738ac0b-e41c-461a-9cb3-013d6238f2ea","0","C-3PX","192.168.12.12","8012","","0","","","Julia_GeneralObjectiveFunction","Julia_GeneralObjectiveFunction","objective_from_string","1","192.168.12.2","13006","","","","",""
"2026-03-03T16:28:00.371","NODE_STATE_CHANGED","","","C-3PX","192.168.12.12","8012","","0","idle","busy","","","","","","","","","","",""
"2026-03-03T16:28:00.371","DISPATCH_OK","3738ac0b-e41c-461a-9cb3-013d6238f2ea","0","C-3PX","192.168.12.12","8012","66c4e5af-64f8-4446-8be7-2246fb84e438","0","","","Julia_GeneralObjectiveFunction","Julia_GeneralObjectiveFunction","objective_from_string","1","192.168.12.2","13006","","","","",""
"2026-03-03T16:28:00.470","NODE_STATE_CHANGED","","","C-3PX","192.168.12.12","8012","","0","busy","idle","","","","","","","","","","",""
"2026-03-03T16:28:00.470","TASK_DONE","3738ac0b-e41c-461a-9cb3-013d6238f2ea","","C-3PX","192.168.12.12","8012","66c4e5af-64f8-4446-8be7-2246fb84e438","0","","","","","","","","","OK","2026-03-03T16:28:00.371","2026-03-03T16:28:00.469","true",""
"2026-03-03T16:28:00.490","TASK_QUEUED","69c6b5c8-4b7e-4f75-9dfa-4d99c27de81d","0","","","","","1","","","Julia_GeneralObjectiveFunction","Julia_GeneralObjectiveFunction","objective_from_string","1","192.168.12.2","13007","","","","",""
"2026-03-03T16:28:00.542","DISPATCH_START","69c6b5c8-4b7e-4f75-9dfa-4d99c27de81d","0","C-3PX","192.168.12.12","8012","","0","","","Julia_GeneralObjectiveFunction","Julia_GeneralObjectiveFunction","objective_from_string","1","192.168.12.2","13007","","","","",""
"2026-03-03T16:28:00.544","NODE_STATE_CHANGED","","","C-3PX","192.168.12.12","8012","","0","idle","busy","","","","","","","","","","",""
"2026-03-03T16:28:00.545","DISPATCH_OK","69c6b5c8-4b7e-4f75-9dfa-4d99c27de81d","0","C-3PX","192.168.12.12","8012","888e5e98-d1a7-42b2-9125-b0809e616495","0","","","Julia_GeneralObjectiveFunction","Julia_GeneralObjectiveFunction","objective_from_string","1","192.168.12.2","13007","","","","",""
"2026-03-03T16:28:00.651","NODE_STATE_CHANGED","","","C-3PX","192.168.12.12","8012","","0","busy","idle","","","","","","","","","","",""
"2026-03-03T16:28:00.651","TASK_DONE","69c6b5c8-4b7e-4f75-9dfa-4d99c27de81d","","C-3PX","192.168.12.12","8012","888e5e98-d1a7-42b2-9125-b0809e616495","0","","","","","","","","","OK","2026-03-03T16:28:00.545","2026-03-03T16:28:00.651","true",""
"2026-03-03T16:28:00.666","TASK_QUEUED","90d16305-9850-45ca-91a7-dbe558317320","0","","","","","1","","","Julia_GeneralObjectiveFunction","Julia_GeneralObjectiveFunction","objective_from_string","1","192.168.12.2","13008","","","","",""
"2026-03-03T16:28:00.692","DISPATCH_START","90d16305-9850-45ca-91a7-dbe558317320","0","C-3PX","192.168.12.12","8012","","0","","","Julia_GeneralObjectiveFunction","Julia_GeneralObjectiveFunction","objective_from_string","1","192.168.12.2","13008","","","","",""
"2026-03-03T16:28:00.695","NODE_STATE_CHANGED","","","C-3PX","192.168.12.12","8012","","0","idle","busy","","","","","","","","","","",""
"2026-03-03T16:28:00.695","DISPATCH_OK","90d16305-9850-45ca-91a7-dbe558317320","0","C-3PX","192.168.12.12","8012","c4c1eada-9d8b-4606-a96d-26a44458cce8","0","","","Julia_GeneralObjectiveFunction","Julia_GeneralObjectiveFunction","objective_from_string","1","192.168.12.2","13008","","","","",""
"2026-03-03T16:28:00.790","NODE_STATE_CHANGED","","","C-3PX","192.168.12.12","8012","","0","busy","idle","","","","","","","","","","",""
"2026-03-03T16:28:00.790","TASK_DONE","90d16305-9850-45ca-91a7-dbe558317320","","C-3PX","192.168.12.12","8012","c4c1eada-9d8b-4606-a96d-26a44458cce8","0","","","","","","","","","OK","2026-03-03T16:28:00.695","2026-03-03T16:28:00.789","true",""
"2026-03-03T16:28:00.810","TASK_QUEUED","c25df1b2-7a53-4049-bf09-234c52616f6f","0","","","","","1","","","Julia_GeneralObjectiveFunction","Julia_GeneralObjectiveFunction","objective_from_string","1","192.168.12.2","13009","","","","",""
"2026-03-03T16:28:00.876","DISPATCH_START","c25df1b2-7a53-4049-bf09-234c52616f6f","0","C-3PX","192.168.12.12","8012","","0","","","Julia_GeneralObjectiveFunction","Julia_GeneralObjectiveFunction","objective_from_string","1","192.168.12.2","13009","","","","",""
"2026-03-03T16:28:00.879","NODE_STATE_CHANGED","","","C-3PX","192.168.12.12","8012","","0","idle","busy","","","","","","","","","","",""
"2026-03-03T16:28:00.879","DISPATCH_OK","c25df1b2-7a53-4049-bf09-234c52616f6f","0","C-3PX","192.168.12.12","8012","a501f653-bf51-4cda-b80d-4533852bfc7d","0","","","Julia_GeneralObjectiveFunction","Julia_GeneralObjectiveFunction","objective_from_string","1","192.168.12.2","13009","","","","",""
"2026-03-03T16:28:00.983","NODE_STATE_CHANGED","","","C-3PX","192.168.12.12","8012","","0","busy","idle","","","","","","","","","","",""
"2026-03-03T16:28:00.983","TASK_DONE","c25df1b2-7a53-4049-bf09-234c52616f6f","","C-3PX","192.168.12.12","8012","a501f653-bf51-4cda-b80d-4533852bfc7d","0","","","","","","","","","OK","2026-03-03T16:28:00.879","2026-03-03T16:28:00.982","true",""
"2026-03-03T16:28:00.998","TASK_QUEUED","4666edb6-6ca0-4f23-81ae-717bf1acadd4","0","","","","","1","","","Julia_GeneralObjectiveFunction","Julia_GeneralObjectiveFunction","objective_from_string","1","192.168.12.2","13010","","","","",""
"2026-03-03T16:28:01.016","DISPATCH_START","4666edb6-6ca0-4f23-81ae-717bf1acadd4","0","C-3PX","192.168.12.12","8012","","0","","","Julia_GeneralObjectiveFunction","Julia_GeneralObjectiveFunction","objective_from_string","1","192.168.12.2","13010","","","","",""
"2026-03-03T16:28:01.019","NODE_STATE_CHANGED","","","C-3PX","192.168.12.12","8012","","0","idle","busy","","","","","","","","","","",""
"2026-03-03T16:28:01.019","DISPATCH_OK","4666edb6-6ca0-4f23-81ae-717bf1acadd4","0","C-3PX","192.168.12.12","8012","48dbe204-fb01-4403-97a5-49805f153c03","0","","","Julia_GeneralObjectiveFunction","Julia_GeneralObjectiveFunction","objective_from_string","1","192.168.12.2","13010","","","","",""
"2026-03-03T16:28:01.119","NODE_STATE_CHANGED","","","C-3PX","192.168.12.12","8012","","0","busy","idle","","","","","","","","","","",""
"2026-03-03T16:28:01.119","TASK_DONE","4666edb6-6ca0-4f23-81ae-717bf1acadd4","","C-3PX","192.168.12.12","8012","48dbe204-fb01-4403-97a5-49805f153c03","0","","","","","","","","","OK","2026-03-03T16:28:01.019","2026-03-03T16:28:01.118","true",""
"2026-03-03T16:28:01.142","TASK_QUEUED","71e18139-236f-412f-b106-d053376c2e2a","0","","","","","1","","","Julia_GeneralObjectiveFunction","Julia_GeneralObjectiveFunction","objective_from_string","1","192.168.12.2","13011","","","","",""
"2026-03-03T16:28:01.207","DISPATCH_START","71e18139-236f-412f-b106-d053376c2e2a","0","C-3PX","192.168.12.12","8012","","0","","","Julia_GeneralObjectiveFunction","Julia_GeneralObjectiveFunction","objective_from_string","1","192.168.12.2","13011","","","","",""
"2026-03-03T16:28:01.210","NODE_STATE_CHANGED","","","C-3PX","192.168.12.12","8012","","0","idle","busy","","","","","","","","","","",""
"2026-03-03T16:28:01.211","DISPATCH_OK","71e18139-236f-412f-b106-d053376c2e2a","0","C-3PX","192.168.12.12","8012","078bbd2a-5e48-4a41-99fd-7550437b0f58","0","","","Julia_GeneralObjectiveFunction","Julia_GeneralObjectiveFunction","objective_from_string","1","192.168.12.2","13011","","","","",""
"2026-03-03T16:28:01.316","NODE_STATE_CHANGED","","","C-3PX","192.168.12.12","8012","","0","busy","idle","","","","","","","","","","",""
"2026-03-03T16:28:01.316","TASK_DONE","71e18139-236f-412f-b106-d053376c2e2a","","C-3PX","192.168.12.12","8012","078bbd2a-5e48-4a41-99fd-7550437b0f58","0","","","","","","","","","OK","2026-03-03T16:28:01.211","2026-03-03T16:28:01.315","true",""
"2026-03-03T16:28:01.339","TASK_QUEUED","88f2530a-862e-4e18-88e7-b63d624fe9ce","0","","","","","1","","","Julia_GeneralObjectiveFunction","Julia_GeneralObjectiveFunction","objective_from_string","1","192.168.12.2","13012","","","","",""
"2026-03-03T16:28:01.344","DISPATCH_START","88f2530a-862e-4e18-88e7-b63d624fe9ce","0","C-3PX","192.168.12.12","8012","","0","","","Julia_GeneralObjectiveFunction","Julia_GeneralObjectiveFunction","objective_from_string","1","192.168.12.2","13012","","","","",""
"2026-03-03T16:28:01.346","NODE_STATE_CHANGED","","","C-3PX","192.168.12.12","8012","","0","idle","busy","","","","","","","","","","",""
"2026-03-03T16:28:01.346","DISPATCH_OK","88f2530a-862e-4e18-88e7-b63d624fe9ce","0","C-3PX","192.168.12.12","8012","4e49566d-bdd8-4bdf-a7dd-bc478f098a15","0","","","Julia_GeneralObjectiveFunction","Julia_GeneralObjectiveFunction","objective_from_string","1","192.168.12.2","13012","","","","",""
"2026-03-03T16:28:01.447","NODE_STATE_CHANGED","","","C-3PX","192.168.12.12","8012","","0","busy","idle","","","","","","","","","","",""
"2026-03-03T16:28:01.447","TASK_DONE","88f2530a-862e-4e18-88e7-b63d624fe9ce","","C-3PX","192.168.12.12","8012","4e49566d-bdd8-4bdf-a7dd-bc478f098a15","0","","","","","","","","","OK","2026-03-03T16:28:01.347","2026-03-03T16:28:01.447","true",""
"2026-03-03T16:28:01.462","TASK_QUEUED","6d41b684-c3f6-4617-b4d2-66ce9c6aec6c","0","","","","","1","","","Julia_GeneralObjectiveFunction","Julia_GeneralObjectiveFunction","objective_from_string","1","192.168.12.2","13013","","","","",""
"2026-03-03T16:28:01.549","DISPATCH_START","6d41b684-c3f6-4617-b4d2-66ce9c6aec6c","0","C-3PX","192.168.12.12","8012","","0","","","Julia_GeneralObjectiveFunction","Julia_GeneralObjectiveFunction","objective_from_string","1","192.168.12.2","13013","","","","",""
"2026-03-03T16:28:01.552","NODE_STATE_CHANGED","","","C-3PX","192.168.12.12","8012","","0","idle","busy","","","","","","","","","","",""
"2026-03-03T16:28:01.552","DISPATCH_OK","6d41b684-c3f6-4617-b4d2-66ce9c6aec6c","0","C-3PX","192.168.12.12","8012","e772577b-0c42-4143-9f65-28fb368f56a7","0","","","Julia_GeneralObjectiveFunction","Julia_GeneralObjectiveFunction","objective_from_string","1","192.168.12.2","13013","","","","",""
"2026-03-03T16:28:01.661","NODE_STATE_CHANGED","","","C-3PX","192.168.12.12","8012","","0","busy","idle","","","","","","","","","","",""
"2026-03-03T16:28:01.661","TASK_DONE","6d41b684-c3f6-4617-b4d2-66ce9c6aec6c","","C-3PX","192.168.12.12","8012","e772577b-0c42-4143-9f65-28fb368f56a7","0","","","","","","","","","OK","2026-03-03T16:28:01.552","2026-03-03T16:28:01.660","true",""
"2026-03-03T16:28:01.681","TASK_QUEUED","1d3313d5-6d4a-4274-bddb-c0f7e812d664","0","","","","","1","","","Julia_GeneralObjectiveFunction","Julia_GeneralObjectiveFunction","objective_from_string","1","192.168.12.2","13014","","","","",""
"2026-03-03T16:28:01.890","DISPATCH_START","1d3313d5-6d4a-4274-bddb-c0f7e812d664","0","C-3PX","192.168.12.12","8012","","0","","","Julia_GeneralObjectiveFunction","Julia_GeneralObjectiveFunction","objective_from_string","1","192.168.12.2","13014","","","","",""
"2026-03-03T16:28:01.894","NODE_STATE_CHANGED","","","C-3PX","192.168.12.12","8012","","0","idle","busy","","","","","","","","","","",""
"2026-03-03T16:28:01.894","DISPATCH_OK","1d3313d5-6d4a-4274-bddb-c0f7e812d664","0","C-3PX","192.168.12.12","8012","00adf21a-75a5-4a9f-b44b-8b7cfa9b79ed","0","","","Julia_GeneralObjectiveFunction","Julia_GeneralObjectiveFunction","objective_from_string","1","192.168.12.2","13014","","","","",""
"2026-03-03T16:28:02.020","NODE_STATE_CHANGED","","","C-3PX","192.168.12.12","8012","","0","busy","idle","","","","","","","","","","",""
"2026-03-03T16:28:02.020","TASK_DONE","1d3313d5-6d4a-4274-bddb-c0f7e812d664","","C-3PX","192.168.12.12","8012","00adf21a-75a5-4a9f-b44b-8b7cfa9b79ed","0","","","","","","","","","OK","2026-03-03T16:28:01.894","2026-03-03T16:28:02.019","true",""
"2026-03-03T16:28:02.042","TASK_QUEUED","31897f33-d731-432c-884a-1f80f8ebfa0b","0","","","","","1","","","Julia_GeneralObjectiveFunction","Julia_GeneralObjectiveFunction","objective_from_string","1","192.168.12.2","13015","","","","",""
"2026-03-03T16:28:02.250","DISPATCH_START","31897f33-d731-432c-884a-1f80f8ebfa0b","0","C-3PX","192.168.12.12","8012","","0","","","Julia_GeneralObjectiveFunction","Julia_GeneralObjectiveFunction","objective_from_string","1","192.168.12.2","13015","","","","",""
"2026-03-03T16:28:02.254","NODE_STATE_CHANGED","","","C-3PX","192.168.12.12","8012","","0","idle","busy","","","","","","","","","","",""
"2026-03-03T16:28:02.254","DISPATCH_OK","31897f33-d731-432c-884a-1f80f8ebfa0b","0","C-3PX","192.168.12.12","8012","e23f25e6-098d-45f0-bd8e-eaf73a6dd0a1","0","","","Julia_GeneralObjectiveFunction","Julia_GeneralObjectiveFunction","objective_from_string","1","192.168.12.2","13015","","","","",""
"2026-03-03T16:28:02.389","NODE_STATE_CHANGED","","","C-3PX","192.168.12.12","8012","","0","busy","idle","","","","","","","","","","",""
"2026-03-03T16:28:02.389","TASK_DONE","31897f33-d731-432c-884a-1f80f8ebfa0b","","C-3PX","192.168.12.12","8012","e23f25e6-098d-45f0-bd8e-eaf73a6dd0a1","0","","","","","","","","","OK","2026-03-03T16:28:02.254","2026-03-03T16:28:02.388","true",""
"2026-03-03T16:28:02.404","TASK_QUEUED","39ac94ef-c396-4cad-8077-06c54fb7e545","0","","","","","1","","","Julia_GeneralObjectiveFunction","Julia_GeneralObjectiveFunction","objective_from_string","1","192.168.12.2","13016","","","","",""
"2026-03-03T16:28:02.608","DISPATCH_START","39ac94ef-c396-4cad-8077-06c54fb7e545","0","C-3PX","192.168.12.12","8012","","0","","","Julia_GeneralObjectiveFunction","Julia_GeneralObjectiveFunction","objective_from_string","1","192.168.12.2","13016","","","","",""
"2026-03-03T16:28:02.611","NODE_STATE_CHANGED","","","C-3PX","192.168.12.12","8012","","0","idle","busy","","","","","","","","","","",""
"2026-03-03T16:28:02.611","DISPATCH_OK","39ac94ef-c396-4cad-8077-06c54fb7e545","0","C-3PX","192.168.12.12","8012","1cfc41ae-48b6-4976-9bc7-12818b511212","0","","","Julia_GeneralObjectiveFunction","Julia_GeneralObjectiveFunction","objective_from_string","1","192.168.12.2","13016","","","","",""
"2026-03-03T16:28:02.629","NODE_STATE_CHANGED","","","C-3PX","192.168.12.12","8012","","0","busy","idle","","","","","","","","","","",""
"2026-03-03T16:28:02.744","TASK_DONE","39ac94ef-c396-4cad-8077-06c54fb7e545","","C-3PX","192.168.12.12","8012","1cfc41ae-48b6-4976-9bc7-12818b511212","0","","","","","","","","","OK","2026-03-03T16:28:02.611","2026-03-03T16:28:02.743","true",""
"2026-03-03T16:28:02.813","TASK_QUEUED","22913274-8e09-4820-86d1-fa8cb7580dcb","0","","","","","1","","","Julia_GeneralObjectiveFunction","Julia_GeneralObjectiveFunction","objective_from_string","1","192.168.12.2","13017","","","","",""
"2026-03-03T16:28:03.021","DISPATCH_START","22913274-8e09-4820-86d1-fa8cb7580dcb","0","C-3PX","192.168.12.12","8012","","0","","","Julia_GeneralObjectiveFunction","Julia_GeneralObjectiveFunction","objective_from_string","1","192.168.12.2","13017","","","","",""
"2026-03-03T16:28:03.024","NODE_STATE_CHANGED","","","C-3PX","192.168.12.12","8012","","0","idle","busy","","","","","","","","","","",""
"2026-03-03T16:28:03.025","DISPATCH_OK","22913274-8e09-4820-86d1-fa8cb7580dcb","0","C-3PX","192.168.12.12","8012","2be694f3-109e-494c-9043-8ec67c028668","0","","","Julia_GeneralObjectiveFunction","Julia_GeneralObjectiveFunction","objective_from_string","1","192.168.12.2","13017","","","","",""
"2026-03-03T16:28:03.158","NODE_STATE_CHANGED","","","C-3PX","192.168.12.12","8012","","0","busy","idle","","","","","","","","","","",""
"2026-03-03T16:28:03.158","TASK_DONE","22913274-8e09-4820-86d1-fa8cb7580dcb","","C-3PX","192.168.12.12","8012","2be694f3-109e-494c-9043-8ec67c028668","0","","","","","","","","","OK","2026-03-03T16:28:03.025","2026-03-03T16:28:03.157","true",""
"2026-03-03T16:28:03.177","TASK_QUEUED","6900e97c-ef50-4f04-8709-66f6edd06c55","0","","","","","1","","","Julia_GeneralObjectiveFunction","Julia_GeneralObjectiveFunction","objective_from_string","1","192.168.12.2","13018","","","","",""
"2026-03-03T16:28:03.387","DISPATCH_START","6900e97c-ef50-4f04-8709-66f6edd06c55","0","C-3PX","192.168.12.12","8012","","0","","","Julia_GeneralObjectiveFunction","Julia_GeneralObjectiveFunction","objective_from_string","1","192.168.12.2","13018","","","","",""
"2026-03-03T16:28:03.391","NODE_STATE_CHANGED","","","C-3PX","192.168.12.12","8012","","0","idle","busy","","","","","","","","","","",""
"2026-03-03T16:28:03.391","DISPATCH_OK","6900e97c-ef50-4f04-8709-66f6edd06c55","0","C-3PX","192.168.12.12","8012","fbfdb589-575b-4c91-ae26-8dade1cd9865","0","","","Julia_GeneralObjectiveFunction","Julia_GeneralObjectiveFunction","objective_from_string","1","192.168.12.2","13018","","","","",""
"2026-03-03T16:28:03.519","NODE_STATE_CHANGED","","","C-3PX","192.168.12.12","8012","","0","busy","idle","","","","","","","","","","",""
"2026-03-03T16:28:03.519","TASK_DONE","6900e97c-ef50-4f04-8709-66f6edd06c55","","C-3PX","192.168.12.12","8012","fbfdb589-575b-4c91-ae26-8dade1cd9865","0","","","","","","","","","OK","2026-03-03T16:28:03.391","2026-03-03T16:28:03.518","true",""
"2026-03-03T16:28:03.540","TASK_QUEUED","d9f5a077-871f-4ae9-b56d-248780060432","0","","","","","1","","","Julia_GeneralObjectiveFunction","Julia_GeneralObjectiveFunction","objective_from_string","1","192.168.12.2","13019","","","","",""
